order_id,customer_id,product_id,quantity,total_amount
ORD_2558,CUST_0003,PROD_0347,-1,57606
ORD_2559,CUST_0186,PROD_0222,3,abc
ORD_2560,CUST_0105,PROD_0268,2,abc
ORD_2561,CUST_0248,PROD_0096,1,abc
ORD_2562,CUST_0239,PROD_0068,1,abc
ORD_2563,CUST_0325,PROD_0129,-1,39147
ORD_2564,CUST_0267,PROD_0165,3,abc
ORD_2565,CUST_0192,PROD_0036,3,19150
ORD_2566,CUST_0043,PROD_0155,2,abc
ORD_2567,CUST_0112,PROD_0097,-1,abc
ORD_2568,CUST_0271,PROD_0066,-1,15749
ORD_2569,CUST_0290,PROD_0241,3,abc
ORD_2570,CUST_0099,PROD_0118,3,38834
ORD_2571,CUST_0203,PROD_0029,1,abc
ORD_2572,CUST_0005,PROD_0162,2,45187
ORD_2573,CUST_0140,PROD_0126,1,73883
ORD_2574,CUST_0042,PROD_0232,2,9555
ORD_2575,CUST_0092,PROD_0049,1,abc
ORD_2576,CUST_0313,PROD_0028,3,30973
ORD_2577,CUST_0240,PROD_0331,2,abc
ORD_2578,CUST_0274,PROD_0276,-1,81125
ORD_2579,CUST_0292,PROD_0166,2,4541
ORD_2580,CUST_0169,PROD_0065,2,39082
ORD_2581,CUST_0216,PROD_0305,3,abc
ORD_2582,CUST_0053,PROD_0138,-1,10315
ORD_2583,CUST_0347,PROD_0350,3,50509
ORD_2584,CUST_0325,PROD_0021,1,60417
ORD_2585,CUST_0043,PROD_0012,3,97915
ORD_2586,CUST_0235,PROD_0318,-1,abc
ORD_2587,CUST_0075,PROD_0122,-1,2994
ORD_2588,CUST_0176,PROD_0035,2,abc
ORD_2589,CUST_0287,PROD_0069,3,abc
ORD_2590,CUST_0132,PROD_0345,3,abc
ORD_2591,CUST_0160,PROD_0060,3,72601
ORD_2592,CUST_0202,PROD_0332,2,abc
ORD_2593,CUST_0295,PROD_0102,1,abc
ORD_2594,CUST_0255,PROD_0184,2,43143
ORD_2595,CUST_0271,PROD_0079,2,abc
ORD_2596,CUST_0132,PROD_0301,3,49496
ORD_2597,CUST_0309,PROD_0163,-1,abc
ORD_2598,CUST_0143,PROD_0216,1,43894
ORD_2599,CUST_0241,PROD_0209,3,abc
ORD_2600,CUST_0121,PROD_0158,2,46599
ORD_2601,CUST_0326,PROD_0005,2,abc
ORD_2602,CUST_0050,PROD_0264,2,abc
ORD_2603,CUST_0288,PROD_0206,-1,abc
ORD_2604,CUST_0246,PROD_0119,2,abc
ORD_2605,CUST_0347,PROD_0006,1,4046
ORD_2606,CUST_0157,PROD_0053,3,abc
ORD_2607,CUST_0317,PROD_0123,2,abc
ORD_2608,CUST_0305,PROD_0148,3,60637
ORD_2609,CUST_0030,PROD_0307,3,abc
ORD_2610,CUST_0271,PROD_0223,1,62350
ORD_2611,CUST_0007,PROD_0025,2,abc
ORD_2612,CUST_0101,PROD_0301,1,abc
ORD_2613,CUST_0109,PROD_0256,1,67838
ORD_2614,CUST_0175,PROD_0088,-1,51897
ORD_2615,CUST_0265,PROD_0099,2,83685
ORD_2616,CUST_0254,PROD_0206,-1,90481
ORD_2617,CUST_0158,PROD_0281,1,96978
ORD_2618,CUST_0073,PROD_0045,-1,abc
ORD_2619,CUST_0243,PROD_0132,2,abc
ORD_2620,CUST_0121,PROD_0018,3,16873
ORD_2621,CUST_0105,PROD_0098,-1,abc
ORD_2622,CUST_0174,PROD_0213,3,abc
ORD_2623,CUST_0228,PROD_0008,3,86969
ORD_2624,CUST_0230,PROD_0104,2,abc
ORD_2625,CUST_0094,PROD_0005,2,91215
ORD_2626,CUST_0027,PROD_0215,1,abc
ORD_2627,CUST_0046,PROD_0143,-1,abc
ORD_2628,CUST_0267,PROD_0146,-1,abc
ORD_2629,CUST_0234,PROD_0050,3,39581
ORD_2630,CUST_0186,PROD_0015,2,37795
ORD_2631,CUST_0131,PROD_0028,1,11115
ORD_2632,CUST_0103,PROD_0054,3,abc
ORD_2633,CUST_0205,PROD_0005,3,abc
ORD_2634,CUST_0326,PROD_0292,2,19832
ORD_2635,CUST_0343,PROD_0139,3,6921
ORD_2636,CUST_0274,PROD_0054,1,55170
ORD_2637,CUST_0042,PROD_0125,3,abc
ORD_2638,CUST_0319,PROD_0337,3,abc
ORD_2639,CUST_0284,PROD_0011,-1,76320
ORD_2640,CUST_0175,PROD_0061,1,abc
ORD_2641,CUST_0093,PROD_0152,-1,abc
ORD_2642,CUST_0289,PROD_0003,3,92778
ORD_2643,CUST_0205,PROD_0057,-1,abc
ORD_2644,CUST_0140,PROD_0241,2,16242
ORD_2645,CUST_0134,PROD_0095,-1,abc
ORD_2646,CUST_0300,PROD_0017,3,89488
ORD_2647,CUST_0177,PROD_0176,2,abc
ORD_2648,CUST_0338,PROD_0291,-1,abc
ORD_2649,CUST_0153,PROD_0285,3,52517
ORD_2650,CUST_0289,PROD_0326,1,60870
ORD_2651,CUST_0130,PROD_0305,1,13582
ORD_2652,CUST_0347,PROD_0120,1,86427
ORD_2653,CUST_0112,PROD_0149,2,abc
ORD_2654,CUST_0125,PROD_0211,2,abc
ORD_2655,CUST_0027,PROD_0227,2,25640
ORD_2656,CUST_0051,PROD_0232,2,2166
ORD_2657,CUST_0350,PROD_0040,1,abc
ORD_2658,CUST_0018,PROD_0327,2,58930
ORD_2659,CUST_0104,PROD_0160,-1,69427
ORD_2660,CUST_0059,PROD_0081,2,abc
ORD_2661,CUST_0289,PROD_0325,2,abc
ORD_2662,CUST_0214,PROD_0331,1,abc
ORD_2663,CUST_0333,PROD_0157,1,abc
ORD_2664,CUST_0086,PROD_0167,3,32578
ORD_2665,CUST_0281,PROD_0260,2,55531
ORD_2666,CUST_0350,PROD_0226,-1,abc
ORD_2667,CUST_0059,PROD_0130,3,60671
ORD_2668,CUST_0112,PROD_0146,-1,78706
ORD_2669,CUST_0297,PROD_0043,3,10074
ORD_2670,CUST_0045,PROD_0224,3,abc
ORD_2671,CUST_0252,PROD_0133,1,73705
ORD_2672,CUST_0145,PROD_0134,2,95985
ORD_2673,CUST_0306,PROD_0204,3,abc
ORD_2674,CUST_0232,PROD_0336,2,abc
ORD_2675,CUST_0302,PROD_0090,-1,abc
ORD_2676,CUST_0313,PROD_0218,3,91640
ORD_2677,CUST_0201,PROD_0079,2,38096
ORD_2678,CUST_0310,PROD_0283,3,abc
ORD_2679,CUST_0044,PROD_0121,2,42214
ORD_2680,CUST_0284,PROD_0161,1,abc
ORD_2681,CUST_0345,PROD_0283,2,78358
ORD_2682,CUST_0259,PROD_0221,-1,75118
ORD_2683,CUST_0237,PROD_0182,2,84119
ORD_2684,CUST_0118,PROD_0324,1,abc
ORD_2685,CUST_0309,PROD_0234,1,39900
ORD_2686,CUST_0307,PROD_0328,3,abc
ORD_2687,CUST_0087,PROD_0074,3,abc
ORD_2688,CUST_0101,PROD_0276,-1,abc
ORD_2689,CUST_0150,PROD_0283,1,abc
ORD_2690,CUST_0333,PROD_0174,2,abc
ORD_2691,CUST_0243,PROD_0055,-1,63943
ORD_2692,CUST_0204,PROD_0301,2,abc
ORD_2693,CUST_0077,PROD_0236,-1,28616
ORD_2694,CUST_0032,PROD_0172,2,abc
ORD_2695,CUST_0057,PROD_0322,1,abc
ORD_2696,CUST_0073,PROD_0236,-1,abc
ORD_2697,CUST_0032,PROD_0175,-1,93339
ORD_2698,CUST_0014,PROD_0116,1,23981
ORD_2699,CUST_0276,PROD_0346,1,abc
ORD_2700,CUST_0238,PROD_0109,-1,abc
