order_id,customer_id,product_id,quantity,total_amount
ORD_1247,CUST_0328,PROD_0069,2,82994
ORD_1248,CUST_0326,PROD_0086,2,87575
ORD_1249,CUST_0273,PROD_0292,-1,66525
ORD_1250,CUST_0246,PROD_0041,-1,80885
ORD_1251,CUST_0049,PROD_0028,-1,abc
ORD_1252,CUST_0272,PROD_0153,-1,12275
ORD_1253,CUST_0149,PROD_0325,2,87802
ORD_1254,CUST_0167,PROD_0082,-1,893
ORD_1255,CUST_0044,PROD_0147,2,91391
ORD_1256,CUST_0046,PROD_0079,1,abc
ORD_1257,CUST_0303,PROD_0317,1,9790
ORD_1258,CUST_0194,PROD_0180,-1,abc
ORD_1259,CUST_0189,PROD_0329,3,abc
ORD_1260,CUST_0103,PROD_0133,2,abc
ORD_1261,CUST_0080,PROD_0157,-1,13017
ORD_1262,CUST_0256,PROD_0009,1,32887
ORD_1263,CUST_0139,PROD_0030,3,72294
ORD_1264,CUST_0025,PROD_0021,2,abc
ORD_1265,CUST_0112,PROD_0059,3,abc
ORD_1266,CUST_0089,PROD_0001,-1,abc
ORD_1267,CUST_0346,PROD_0002,-1,78170
ORD_1268,CUST_0239,PROD_0115,2,85454
ORD_1269,CUST_0148,PROD_0027,3,abc
ORD_1270,CUST_0247,PROD_0104,2,abc
ORD_1271,CUST_0309,PROD_0288,-1,55689
ORD_1272,CUST_0268,PROD_0178,3,abc
ORD_1273,CUST_0198,PROD_0251,3,abc
ORD_1274,CUST_0331,PROD_0252,1,abc
ORD_1275,CUST_0350,PROD_0116,2,abc
ORD_1276,CUST_0253,PROD_0115,-1,78513
ORD_1277,CUST_0222,PROD_0253,1,abc
ORD_1278,CUST_0143,PROD_0303,2,46320
ORD_1279,CUST_0141,PROD_0084,2,abc
ORD_1280,CUST_0093,PROD_0011,-1,46388
ORD_1281,CUST_0251,PROD_0208,3,abc
ORD_1282,CUST_0042,PROD_0248,-1,64643
ORD_1283,CUST_0118,PROD_0093,2,98315
ORD_1284,CUST_0050,PROD_0009,1,85833
ORD_1285,CUST_0148,PROD_0197,2,abc
ORD_1286,CUST_0350,PROD_0252,3,18108
ORD_1287,CUST_0195,PROD_0242,3,6214
ORD_1288,CUST_0095,PROD_0174,2,abc
ORD_1289,CUST_0331,PROD_0140,2,91266
ORD_1290,CUST_0042,PROD_0234,3,59960
ORD_1291,CUST_0075,PROD_0249,-1,abc
ORD_1292,CUST_0135,PROD_0056,2,abc
ORD_1293,CUST_0211,PROD_0311,-1,abc
ORD_1294,CUST_0048,PROD_0144,1,40056
ORD_1295,CUST_0262,PROD_0243,3,32700
ORD_1296,CUST_0098,PROD_0253,-1,78699
ORD_1297,CUST_0220,PROD_0216,2,abc
ORD_1298,CUST_0198,PROD_0161,1,abc
ORD_1299,CUST_0116,PROD_0238,3,49075
ORD_1300,CUST_0055,PROD_0222,3,abc
ORD_1301,CUST_0206,PROD_0310,-1,17717
ORD_1302,CUST_0338,PROD_0055,-1,83161
ORD_1303,CUST_0077,PROD_0249,-1,abc
ORD_1304,CUST_0083,PROD_0266,-1,abc
ORD_1305,CUST_0343,PROD_0165,2,abc
ORD_1306,CUST_0015,PROD_0295,3,88885
ORD_1307,CUST_0305,PROD_0025,1,44018
ORD_1308,CUST_0294,PROD_0167,1,31178
ORD_1309,CUST_0230,PROD_0290,2,9849
ORD_1310,CUST_0109,PROD_0272,2,abc
ORD_1311,CUST_0203,PROD_0089,2,90201
ORD_1312,CUST_0316,PROD_0189,-1,87532
ORD_1313,CUST_0039,PROD_0016,2,abc
ORD_1314,CUST_0055,PROD_0275,-1,68938
ORD_1315,CUST_0308,PROD_0255,3,abc
ORD_1316,CUST_0347,PROD_0070,-1,28236
ORD_1317,CUST_0128,PROD_0102,-1,20560
ORD_1318,CUST_0319,PROD_0308,1,50434
ORD_1319,CUST_0341,PROD_0011,3,abc
ORD_1320,CUST_0169,PROD_0319,1,67709
ORD_1321,CUST_0268,PROD_0148,-1,abc
ORD_1322,CUST_0066,PROD_0164,1,18396
ORD_1323,CUST_0044,PROD_0235,-1,abc
ORD_1324,CUST_0257,PROD_0009,2,94880
ORD_1325,CUST_0326,PROD_0304,2,37479
ORD_1326,CUST_0085,PROD_0003,2,abc
ORD_1327,CUST_0024,PROD_0302,2,8789
ORD_1328,CUST_0253,PROD_0094,2,abc
ORD_1329,CUST_0345,PROD_0174,3,77192
ORD_1330,CUST_0127,PROD_0313,1,26581
ORD_1331,CUST_0134,PROD_0027,1,32313
ORD_1332,CUST_0053,PROD_0349,3,46437
ORD_1333,CUST_0090,PROD_0050,2,abc
ORD_1334,CUST_0084,PROD_0318,-1,91493
ORD_1335,CUST_0171,PROD_0004,1,abc
ORD_1336,CUST_0242,PROD_0278,3,abc
ORD_1337,CUST_0333,PROD_0278,2,91099
ORD_1338,CUST_0033,PROD_0326,2,68647
ORD_1339,CUST_0308,PROD_0016,3,1090
ORD_1340,CUST_0333,PROD_0028,-1,abc
ORD_1341,CUST_0166,PROD_0183,3,abc
ORD_1342,CUST_0324,PROD_0327,3,86703
ORD_1343,CUST_0028,PROD_0070,3,abc
ORD_1344,CUST_0314,PROD_0151,2,2628
ORD_1345,CUST_0275,PROD_0316,1,99748
ORD_1346,CUST_0093,PROD_0074,2,abc
ORD_1347,CUST_0251,PROD_0151,2,abc
ORD_1348,CUST_0204,PROD_0309,3,4035
ORD_1349,CUST_0167,PROD_0062,2,32375
ORD_1350,CUST_0046,PROD_0177,-1,70499
ORD_1351,CUST_0207,PROD_0131,3,abc
ORD_1352,CUST_0349,PROD_0229,2,abc
ORD_1353,CUST_0234,PROD_0134,1,abc
ORD_1354,CUST_0094,PROD_0080,1,59745
ORD_1355,CUST_0342,PROD_0134,3,abc
ORD_1356,CUST_0316,PROD_0131,3,36188
ORD_1357,CUST_0104,PROD_0046,1,abc
ORD_1358,CUST_0011,PROD_0030,2,abc
ORD_1359,CUST_0342,PROD_0327,-1,abc
ORD_1360,CUST_0092,PROD_0074,3,abc
ORD_1361,CUST_0082,PROD_0075,-1,abc
ORD_1362,CUST_0133,PROD_0238,1,abc
ORD_1363,CUST_0093,PROD_0116,3,abc
ORD_1364,CUST_0308,PROD_0172,3,45310
ORD_1365,CUST_0148,PROD_0025,2,94557
ORD_1366,CUST_0092,PROD_0008,2,20591
ORD_1367,CUST_0134,PROD_0043,-1,9362
ORD_1368,CUST_0022,PROD_0258,1,90282
ORD_1369,CUST_0093,PROD_0294,1,65278
ORD_1370,CUST_0221,PROD_0116,2,69620
ORD_1371,CUST_0180,PROD_0006,3,abc
ORD_1372,CUST_0340,PROD_0016,2,abc
ORD_1373,CUST_0002,PROD_0123,1,76999
ORD_1374,CUST_0063,PROD_0052,2,43459
ORD_1375,CUST_0124,PROD_0034,3,abc
ORD_1376,CUST_0230,PROD_0169,-1,26475
ORD_1377,CUST_0260,PROD_0021,3,79831
ORD_1378,CUST_0189,PROD_0169,-1,abc
ORD_1379,CUST_0048,PROD_0245,1,64217
ORD_1380,CUST_0057,PROD_0107,2,11385
ORD_1381,CUST_0327,PROD_0212,-1,abc
ORD_1382,CUST_0085,PROD_0108,1,abc
ORD_1383,CUST_0166,PROD_0149,3,75242
ORD_1384,CUST_0135,PROD_0065,3,abc
ORD_1385,CUST_0296,PROD_0092,-1,26202
ORD_1386,CUST_0262,PROD_0244,2,20780
ORD_1387,CUST_0153,PROD_0138,1,46503
ORD_1388,CUST_0272,PROD_0006,-1,abc
ORD_1389,CUST_0146,PROD_0303,1,abc
ORD_1390,CUST_0109,PROD_0014,1,abc
ORD_1391,CUST_0346,PROD_0069,-1,27877
ORD_1392,CUST_0110,PROD_0086,-1,63852
ORD_1393,CUST_0061,PROD_0232,-1,83598
ORD_1394,CUST_0182,PROD_0250,2,55305
ORD_1395,CUST_0076,PROD_0320,3,abc
ORD_1396,CUST_0197,PROD_0337,-1,18201
ORD_1397,CUST_0049,PROD_0314,-1,abc
ORD_1398,CUST_0335,PROD_0348,-1,abc
ORD_1399,CUST_0167,PROD_0151,-1,18246
ORD_1400,CUST_0106,PROD_0193,3,43735
ORD_1401,CUST_0346,PROD_0262,2,75591
ORD_1402,CUST_0269,PROD_0139,1,abc
ORD_1403,CUST_0221,PROD_0102,2,abc
ORD_1404,CUST_0256,PROD_0180,2,89829
ORD_1405,CUST_0065,PROD_0348,2,81583
ORD_1406,CUST_0272,PROD_0220,1,68312
ORD_1407,CUST_0194,PROD_0274,-1,abc
ORD_1408,CUST_0263,PROD_0069,1,abc
ORD_1409,CUST_0067,PROD_0044,3,13779
ORD_1410,CUST_0115,PROD_0259,3,67326
ORD_1411,CUST_0180,PROD_0003,1,abc
ORD_1412,CUST_0109,PROD_0012,1,2610
ORD_1413,CUST_0263,PROD_0131,1,abc
ORD_1414,CUST_0289,PROD_0104,3,abc
ORD_1415,CUST_0128,PROD_0321,1,abc
ORD_1416,CUST_0081,PROD_0309,2,47228
ORD_1417,CUST_0040,PROD_0243,3,1965
ORD_1418,CUST_0129,PROD_0313,3,abc
ORD_1419,CUST_0066,PROD_0116,-1,37827
ORD_1420,CUST_0168,PROD_0226,2,5082
ORD_1421,CUST_0277,PROD_0034,1,39786
ORD_1422,CUST_0024,PROD_0116,3,54656
ORD_1423,CUST_0165,PROD_0265,3,abc
ORD_1424,CUST_0156,PROD_0253,3,abc
ORD_1425,CUST_0215,PROD_0235,1,abc
ORD_1426,CUST_0339,PROD_0296,2,81625
ORD_1427,CUST_0302,PROD_0316,2,66036
ORD_1428,CUST_0297,PROD_0272,1,abc
ORD_1429,CUST_0036,PROD_0275,2,83326
ORD_1430,CUST_0155,PROD_0206,1,78133
ORD_1431,CUST_0006,PROD_0162,1,29557
ORD_1432,CUST_0251,PROD_0166,3,47309
ORD_1433,CUST_0072,PROD_0009,-1,62635
ORD_1434,CUST_0257,PROD_0152,1,21704
ORD_1435,CUST_0090,PROD_0199,1,abc
ORD_1436,CUST_0307,PROD_0111,1,98266
ORD_1437,CUST_0131,PROD_0015,-1,63080
ORD_1438,CUST_0139,PROD_0152,-1,66334
ORD_1439,CUST_0010,PROD_0274,3,abc
ORD_1440,CUST_0108,PROD_0034,-1,abc
ORD_1441,CUST_0227,PROD_0185,3,26072
ORD_1442,CUST_0083,PROD_0294,3,abc
ORD_1443,CUST_0042,PROD_0085,2,abc
ORD_1444,CUST_0104,PROD_0247,2,24378
ORD_1445,CUST_0166,PROD_0087,2,36096
ORD_1446,CUST_0326,PROD_0328,3,abc
ORD_1447,CUST_0255,PROD_0100,1,abc
ORD_1448,CUST_0241,PROD_0270,3,92206
ORD_1449,CUST_0259,PROD_0112,3,90684
ORD_1450,CUST_0330,PROD_0279,1,abc
ORD_1451,CUST_0105,PROD_0130,2,48039
ORD_1452,CUST_0146,PROD_0329,3,28740
ORD_1453,CUST_0113,PROD_0315,3,abc
ORD_1454,CUST_0282,PROD_0258,-1,18644
ORD_1455,CUST_0067,PROD_0102,-1,abc
ORD_1456,CUST_0164,PROD_0275,-1,abc
ORD_1457,CUST_0138,PROD_0048,2,44592
ORD_1458,CUST_0238,PROD_0084,1,abc
ORD_1459,CUST_0046,PROD_0033,3,abc
ORD_1460,CUST_0195,PROD_0348,-1,abc
ORD_1461,CUST_0025,PROD_0051,1,abc
ORD_1462,CUST_0208,PROD_0090,1,abc
ORD_1463,CUST_0243,PROD_0331,3,abc
ORD_1464,CUST_0224,PROD_0301,-1,abc
ORD_1465,CUST_0346,PROD_0079,2,88948
ORD_1466,CUST_0189,PROD_0133,2,73867
ORD_1467,CUST_0039,PROD_0152,-1,15155
ORD_1468,CUST_0345,PROD_0231,1,86600
ORD_1469,CUST_0196,PROD_0121,-1,47200
ORD_1470,CUST_0236,PROD_0280,-1,17277
ORD_1471,CUST_0048,PROD_0266,2,abc
ORD_1472,CUST_0345,PROD_0067,3,abc
ORD_1473,CUST_0124,PROD_0087,2,19007
ORD_1474,CUST_0350,PROD_0168,3,17182
ORD_1475,CUST_0014,PROD_0268,-1,abc
ORD_1476,CUST_0045,PROD_0292,-1,abc
ORD_1477,CUST_0077,PROD_0329,3,52810
ORD_1478,CUST_0329,PROD_0296,-1,46061
ORD_1479,CUST_0032,PROD_0093,1,abc
ORD_1480,CUST_0040,PROD_0327,-1,48838
ORD_1481,CUST_0010,PROD_0339,2,abc
ORD_1482,CUST_0201,PROD_0083,1,48435
ORD_1483,CUST_0341,PROD_0214,1,abc
ORD_1484,CUST_0023,PROD_0215,2,abc
ORD_1485,CUST_0064,PROD_0014,3,19745
ORD_1486,CUST_0348,PROD_0129,1,55505
ORD_1487,CUST_0191,PROD_0066,2,abc
ORD_1488,CUST_0154,PROD_0237,1,61807
ORD_1489,CUST_0213,PROD_0070,-1,abc
ORD_1490,CUST_0275,PROD_0136,3,abc
ORD_1491,CUST_0227,PROD_0225,3,71513
ORD_1492,CUST_0145,PROD_0239,3,abc
ORD_1493,CUST_0144,PROD_0269,3,48721
ORD_1494,CUST_0287,PROD_0095,1,28792
ORD_1495,CUST_0004,PROD_0203,2,abc
ORD_1496,CUST_0118,PROD_0035,1,abc
ORD_1497,CUST_0074,PROD_0330,3,41246
ORD_1498,CUST_0251,PROD_0346,-1,96222
ORD_1499,CUST_0233,PROD_0254,1,abc
ORD_1500,CUST_0318,PROD_0109,1,abc
