order_id,customer_id,product_id,quantity,total_amount
ORD_0358,CUST_0222,PROD_0281,2,abc
ORD_0359,CUST_0016,PROD_0191,-1,74508
ORD_0360,CUST_0209,PROD_0260,3,19550
ORD_0361,CUST_0289,PROD_0280,2,93567
ORD_0362,CUST_0240,PROD_0158,-1,36395
ORD_0363,CUST_0004,PROD_0350,3,36716
ORD_0364,CUST_0261,PROD_0276,1,7157
ORD_0365,CUST_0077,PROD_0293,-1,abc
ORD_0366,CUST_0122,PROD_0113,2,35491
ORD_0367,CUST_0250,PROD_0295,3,abc
ORD_0368,CUST_0087,PROD_0350,-1,92431
ORD_0369,CUST_0325,PROD_0286,-1,abc
ORD_0370,CUST_0094,PROD_0292,-1,78753
ORD_0371,CUST_0316,PROD_0249,-1,97252
ORD_0372,CUST_0080,PROD_0071,3,abc
ORD_0373,CUST_0121,PROD_0102,-1,abc
ORD_0374,CUST_0104,PROD_0187,1,68689
ORD_0375,CUST_0336,PROD_0092,2,abc
ORD_0376,CUST_0312,PROD_0207,-1,abc
ORD_0377,CUST_0225,PROD_0260,1,abc
ORD_0378,CUST_0321,PROD_0197,2,16378
ORD_0379,CUST_0208,PROD_0300,3,abc
ORD_0380,CUST_0068,PROD_0232,3,abc
ORD_0381,CUST_0310,PROD_0038,1,1822
ORD_0382,CUST_0060,PROD_0142,-1,76768
ORD_0383,CUST_0111,PROD_0028,3,abc
ORD_0384,CUST_0301,PROD_0193,1,3114
ORD_0385,CUST_0154,PROD_0325,1,27255
ORD_0386,CUST_0225,PROD_0319,2,53959
ORD_0387,CUST_0210,PROD_0077,3,69693
ORD_0388,CUST_0260,PROD_0038,1,19595
ORD_0389,CUST_0315,PROD_0234,-1,abc
ORD_0390,CUST_0130,PROD_0230,3,abc
ORD_0391,CUST_0187,PROD_0256,3,61710
ORD_0392,CUST_0299,PROD_0301,-1,abc
ORD_0393,CUST_0149,PROD_0177,3,57105
ORD_0394,CUST_0008,PROD_0142,3,abc
ORD_0395,CUST_0197,PROD_0156,1,69436
ORD_0396,CUST_0060,PROD_0061,1,abc
ORD_0397,CUST_0045,PROD_0041,1,abc
ORD_0398,CUST_0268,PROD_0018,3,abc
ORD_0399,CUST_0126,PROD_0090,-1,19519
ORD_0400,CUST_0329,PROD_0193,2,11444
ORD_0401,CUST_0243,PROD_0228,2,abc
ORD_0402,CUST_0131,PROD_0258,2,abc
ORD_0403,CUST_0142,PROD_0139,2,1078
ORD_0404,CUST_0272,PROD_0345,1,42786
ORD_0405,CUST_0279,PROD_0085,2,abc
ORD_0406,CUST_0336,PROD_0306,1,abc
ORD_0407,CUST_0263,PROD_0258,3,abc
ORD_0408,CUST_0282,PROD_0304,1,abc
ORD_0409,CUST_0329,PROD_0192,-1,abc
ORD_0410,CUST_0258,PROD_0013,3,abc
ORD_0411,CUST_0023,PROD_0318,-1,39162
ORD_0412,CUST_0211,PROD_0295,-1,43124
ORD_0413,CUST_0134,PROD_0092,3,75622
ORD_0414,CUST_0165,PROD_0090,1,47853
ORD_0415,CUST_0121,PROD_0034,-1,abc
ORD_0416,CUST_0326,PROD_0016,1,20516
ORD_0417,CUST_0262,PROD_0292,3,46456
ORD_0418,CUST_0042,PROD_0248,3,68001
ORD_0419,CUST_0144,PROD_0112,-1,abc
ORD_0420,CUST_0016,PROD_0199,-1,abc
ORD_0421,CUST_0107,PROD_0082,-1,abc
ORD_0422,CUST_0145,PROD_0329,2,93255
ORD_0423,CUST_0089,PROD_0248,-1,abc
ORD_0424,CUST_0278,PROD_0170,-1,abc
ORD_0425,CUST_0337,PROD_0071,1,67343
ORD_0426,CUST_0185,PROD_0150,2,abc
ORD_0427,CUST_0340,PROD_0153,3,20636
ORD_0428,CUST_0252,PROD_0199,-1,21698
ORD_0429,CUST_0326,PROD_0052,3,abc
ORD_0430,CUST_0024,PROD_0104,-1,abc
ORD_0431,CUST_0142,PROD_0241,3,94047
ORD_0432,CUST_0321,PROD_0221,2,abc
ORD_0433,CUST_0195,PROD_0144,-1,67221
ORD_0434,CUST_0035,PROD_0330,2,abc
ORD_0435,CUST_0147,PROD_0266,1,99154
ORD_0436,CUST_0215,PROD_0074,2,abc
ORD_0437,CUST_0227,PROD_0110,1,abc
ORD_0438,CUST_0175,PROD_0297,3,25995
ORD_0439,CUST_0153,PROD_0002,-1,38430
ORD_0440,CUST_0313,PROD_0157,2,34761
ORD_0441,CUST_0194,PROD_0130,1,abc
ORD_0442,CUST_0167,PROD_0208,-1,abc
ORD_0443,CUST_0249,PROD_0170,3,abc
ORD_0444,CUST_0098,PROD_0118,3,abc
ORD_0445,CUST_0022,PROD_0206,2,795
ORD_0446,CUST_0269,PROD_0123,2,abc
ORD_0447,CUST_0267,PROD_0304,-1,7262
ORD_0448,CUST_0251,PROD_0059,2,75741
ORD_0449,CUST_0051,PROD_0350,-1,abc
ORD_0450,CUST_0079,PROD_0195,3,49174
ORD_0451,CUST_0070,PROD_0207,-1,90912
ORD_0452,CUST_0064,PROD_0325,3,abc
ORD_0453,CUST_0086,PROD_0221,1,65791
ORD_0454,CUST_0068,PROD_0201,2,63098
ORD_0455,CUST_0326,PROD_0082,3,abc
ORD_0456,CUST_0233,PROD_0226,-1,abc
ORD_0457,CUST_0083,PROD_0173,1,abc
ORD_0458,CUST_0349,PROD_0333,2,abc
ORD_0459,CUST_0200,PROD_0197,2,abc
ORD_0460,CUST_0239,PROD_0316,-1,8450
ORD_0461,CUST_0123,PROD_0149,3,61991
ORD_0462,CUST_0042,PROD_0213,2,abc
ORD_0463,CUST_0046,PROD_0026,2,75883
ORD_0464,CUST_0102,PROD_0100,1,64411
ORD_0465,CUST_0001,PROD_0094,-1,abc
ORD_0466,CUST_0299,PROD_0143,3,36714
ORD_0467,CUST_0089,PROD_0043,2,6211
ORD_0468,CUST_0237,PROD_0054,-1,77005
ORD_0469,CUST_0213,PROD_0306,2,71614
ORD_0470,CUST_0287,PROD_0335,1,80216
ORD_0471,CUST_0136,PROD_0068,2,abc
ORD_0472,CUST_0251,PROD_0149,3,abc
ORD_0473,CUST_0103,PROD_0105,3,abc
ORD_0474,CUST_0015,PROD_0274,-1,abc
ORD_0475,CUST_0321,PROD_0339,-1,abc
ORD_0476,CUST_0166,PROD_0172,3,35165
ORD_0477,CUST_0244,PROD_0214,2,abc
ORD_0478,CUST_0145,PROD_0165,2,abc
ORD_0479,CUST_0345,PROD_0109,3,abc
ORD_0480,CUST_0244,PROD_0087,-1,62416
ORD_0481,CUST_0030,PROD_0291,1,abc
ORD_0482,CUST_0340,PROD_0203,1,abc
ORD_0483,CUST_0213,PROD_0061,3,abc
ORD_0484,CUST_0284,PROD_0033,-1,48654
ORD_0485,CUST_0194,PROD_0287,3,abc
ORD_0486,CUST_0164,PROD_0173,3,abc
ORD_0487,CUST_0064,PROD_0060,2,70921
ORD_0488,CUST_0058,PROD_0283,2,69515
ORD_0489,CUST_0328,PROD_0313,-1,abc
ORD_0490,CUST_0298,PROD_0073,2,abc
ORD_0491,CUST_0012,PROD_0305,-1,abc
ORD_0492,CUST_0148,PROD_0035,2,99584
ORD_0493,CUST_0116,PROD_0156,3,75523
ORD_0494,CUST_0311,PROD_0306,2,abc
ORD_0495,CUST_0077,PROD_0249,1,53840
ORD_0496,CUST_0206,PROD_0018,2,abc
ORD_0497,CUST_0188,PROD_0184,1,abc
ORD_0498,CUST_0334,PROD_0332,1,abc
ORD_0499,CUST_0292,PROD_0049,-1,abc
ORD_0500,CUST_0188,PROD_0170,1,81943
ORD_0501,CUST_0295,PROD_0267,1,41623
ORD_0502,CUST_0288,PROD_0006,3,4520
ORD_0503,CUST_0045,PROD_0155,-1,38168
ORD_0504,CUST_0101,PROD_0061,2,abc
ORD_0505,CUST_0008,PROD_0342,2,abc
ORD_0506,CUST_0257,PROD_0083,1,abc
ORD_0507,CUST_0169,PROD_0131,3,52847
ORD_0508,CUST_0343,PROD_0142,1,13416
ORD_0509,CUST_0073,PROD_0094,1,abc
ORD_0510,CUST_0130,PROD_0329,3,18987
ORD_0511,CUST_0300,PROD_0188,3,abc
ORD_0512,CUST_0045,PROD_0130,-1,abc
ORD_0513,CUST_0331,PROD_0067,-1,abc
ORD_0514,CUST_0064,PROD_0134,-1,abc
ORD_0515,CUST_0090,PROD_0087,-1,41765
ORD_0516,CUST_0164,PROD_0033,2,42957
ORD_0517,CUST_0062,PROD_0104,1,59057
ORD_0518,CUST_0089,PROD_0179,2,44694
ORD_0519,CUST_0058,PROD_0296,3,19717
ORD_0520,CUST_0089,PROD_0242,2,19854
ORD_0521,CUST_0320,PROD_0201,1,40455
ORD_0522,CUST_0002,PROD_0243,-1,72227
ORD_0523,CUST_0058,PROD_0098,2,49632
ORD_0524,CUST_0079,PROD_0162,2,85143
ORD_0525,CUST_0264,PROD_0044,2,abc
ORD_0526,CUST_0112,PROD_0046,2,abc
ORD_0527,CUST_0154,PROD_0036,1,53465
ORD_0528,CUST_0239,PROD_0046,1,81198
ORD_0529,CUST_0254,PROD_0349,1,64202
ORD_0530,CUST_0178,PROD_0033,-1,abc
ORD_0531,CUST_0143,PROD_0134,3,abc
ORD_0532,CUST_0250,PROD_0269,2,abc
ORD_0533,CUST_0260,PROD_0144,-1,abc
ORD_0534,CUST_0348,PROD_0096,2,abc
ORD_0535,CUST_0135,PROD_0199,2,96863
ORD_0536,CUST_0055,PROD_0091,3,abc
ORD_0537,CUST_0202,PROD_0100,2,55326
ORD_0538,CUST_0210,PROD_0022,2,abc
ORD_0539,CUST_0117,PROD_0271,2,40570
ORD_0540,CUST_0048,PROD_0141,-1,77161
ORD_0541,CUST_0286,PROD_0126,3,abc
ORD_0542,CUST_0344,PROD_0334,3,abc
ORD_0543,CUST_0047,PROD_0294,2,abc
ORD_0544,CUST_0239,PROD_0123,3,77961
ORD_0545,CUST_0153,PROD_0238,3,abc
ORD_0546,CUST_0202,PROD_0249,2,abc
ORD_0547,CUST_0277,PROD_0238,1,abc
ORD_0548,CUST_0272,PROD_0328,1,64587
ORD_0549,CUST_0326,PROD_0328,1,48851
ORD_0550,CUST_0137,PROD_0263,1,68026
ORD_0551,CUST_0016,PROD_0137,1,abc
ORD_0552,CUST_0046,PROD_0312,2,abc
ORD_0553,CUST_0318,PROD_0100,2,abc
ORD_0554,CUST_0154,PROD_0313,1,70785
ORD_0555,CUST_0147,PROD_0139,2,abc
ORD_0556,CUST_0274,PROD_0071,2,abc
ORD_0557,CUST_0267,PROD_0024,-1,61430
ORD_0558,CUST_0138,PROD_0252,-1,39867
ORD_0559,CUST_0019,PROD_0190,2,78424
ORD_0560,CUST_0267,PROD_0124,3,abc
ORD_0561,CUST_0145,PROD_0198,1,abc
ORD_0562,CUST_0325,PROD_0214,2,84548
ORD_0563,CUST_0251,PROD_0039,-1,abc
ORD_0564,CUST_0150,PROD_0169,2,abc
ORD_0565,CUST_0177,PROD_0290,1,abc
ORD_0566,CUST_0009,PROD_0125,-1,abc
ORD_0567,CUST_0136,PROD_0030,3,54313
ORD_0568,CUST_0161,PROD_0348,3,abc
ORD_0569,CUST_0313,PROD_0334,-1,55748
ORD_0570,CUST_0089,PROD_0271,-1,78512
ORD_0571,CUST_0319,PROD_0207,-1,58298
ORD_0572,CUST_0172,PROD_0301,-1,abc
ORD_0573,CUST_0337,PROD_0248,3,abc
ORD_0574,CUST_0066,PROD_0046,3,abc
ORD_0575,CUST_0076,PROD_0240,3,abc
ORD_0576,CUST_0193,PROD_0151,-1,abc
ORD_0577,CUST_0036,PROD_0270,1,28858
ORD_0578,CUST_0142,PROD_0299,-1,37738
ORD_0579,CUST_0217,PROD_0218,1,14201
ORD_0580,CUST_0279,PROD_0114,1,38482
ORD_0581,CUST_0054,PROD_0342,1,abc
ORD_0582,CUST_0302,PROD_0109,2,81788
ORD_0583,CUST_0153,PROD_0046,2,43895
ORD_0584,CUST_0248,PROD_0334,-1,62967
ORD_0585,CUST_0055,PROD_0087,-1,90010
ORD_0586,CUST_0046,PROD_0281,1,abc
ORD_0587,CUST_0183,PROD_0131,1,abc
ORD_0588,CUST_0253,PROD_0096,2,94529
ORD_0589,CUST_0321,PROD_0283,1,29289
ORD_0590,CUST_0082,PROD_0194,2,abc
ORD_0591,CUST_0074,PROD_0256,1,abc
ORD_0592,CUST_0231,PROD_0264,-1,abc
ORD_0593,CUST_0337,PROD_0082,3,62401
ORD_0594,CUST_0220,PROD_0244,2,44278
ORD_0595,CUST_0311,PROD_0305,-1,671
ORD_0596,CUST_0078,PROD_0085,1,abc
ORD_0597,CUST_0230,PROD_0002,2,28723
ORD_0598,CUST_0157,PROD_0184,2,73089
ORD_0599,CUST_0250,PROD_0186,1,abc
ORD_0600,CUST_0006,PROD_0124,2,abc
