project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,915ba,license,high,agpl-commons,1.4.2,,no-known-exploit,2022-11-12T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0850f,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-11-04T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,27143,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2021-02-09T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b6579,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2023-11-30T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0f97a,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-11-19T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8d520,vulnerability,high,multer,1.4.4,1.4.5,proof-of-concept,2021-12-01T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4c111,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-01-23T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a8099,vulnerability,high,lodash,4.17.15,4.17.21,mature,2024-05-18T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5f85b,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-03-14T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,47ca7,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-03-29T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,86750,vulnerability,high,sharp,0.30.7,0.32.6,mature,2020-02-04T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ab3ec,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2023-05-25T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e3561,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2021-10-02T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f3f2a,vulnerability,high,sharp,0.30.7,0.32.6,mature,2021-03-11T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ee088,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2021-07-27T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,34add,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-07-01T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,064f0,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2023-12-10T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ccf6e,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2021-11-06T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cdf61,vulnerability,high,tar,6.1.11,6.1.13,mature,2022-10-06T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f30dd,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2020-12-15T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a5aac,vulnerability,high,tar,6.1.11,6.1.13,mature,2021-11-15T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8a9c8,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2023-09-28T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f0598,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2023-02-05T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,896d0,vulnerability,high,express,4.16.4,4.18.2,proof-of-concept,2023-11-13T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0d96a,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2023-03-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f0524,vulnerability,high,sharp,0.30.7,0.32.6,mature,2022-04-24T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b3b12,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2021-05-09T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,45b9f,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-07-11T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,10820,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2020-04-17T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c7edb,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2023-11-27T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cf8b2,license,low,bsd-restricted,2.3.4,,no-known-exploit,2023-10-23T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fa9f7,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2022-05-02T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,831dd,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2023-02-15T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ddab8,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2021-11-18T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e3c65,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2021-03-13T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0026f,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-07-13T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,00951,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2023-07-04T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fcf4d,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2020-11-10T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ffe81,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2020-07-16T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dacec,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2022-08-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,82f85,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2021-12-29T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ce60d,license,low,lgpl-helper,1.1.0,,no-known-exploit,2022-01-17T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,74caf,license,medium,cc-by-sa-lib,3.0.1,,no-known-exploit,2023-03-06T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b4346,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-02-24T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c30f5,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2022-06-19T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4ae10,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-10-24T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4ba82,vulnerability,high,sharp,0.30.7,0.32.6,mature,2023-03-15T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,cb214,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2022-10-27T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,9de72,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-07-10T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,abead,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2022-09-09T00:00:00Z,7.5
