project_name,project_id,issue_id,issue_type,severity,package,version,fixed_in,exploit_maturity,disclosure_time,cvss_score
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,879cd,vulnerability,high,sharp,0.30.7,0.32.6,mature,2020-02-26T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,30d80,license,low,bsd-restricted,2.3.4,,no-known-exploit,2021-07-04T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,103ee,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2020-11-09T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,10b8b,vulnerability,high,lodash,4.17.15,4.17.21,mature,2024-03-26T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,35b9e,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2023-07-14T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,680b4,vulnerability,medium,node-fetch,2.6.1,2.6.7,proof-of-concept,2022-05-14T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2718a,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2023-12-21T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dcfcd,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2021-12-25T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0ba54,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2020-08-05T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1f919,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2022-09-23T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,d5ebb,license,low,lgpl-helper,1.1.0,,no-known-exploit,2020-12-26T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c09fb,vulnerability,high,passport,0.5.3,0.6.0,no-known-exploit,2020-01-31T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dd910,vulnerability,medium,request,2.88.2,,no-known-exploit,2023-10-10T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e3286,vulnerability,high,sharp,0.30.7,0.32.6,mature,2024-03-14T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,67d08,vulnerability,medium,socket.io-parser,4.2.1,4.2.3,proof-of-concept,2020-07-09T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,af6cf,license,low,bsd-restricted,2.3.4,,no-known-exploit,2020-05-03T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7fc10,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2023-03-07T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,08716,vulnerability,high,moment,2.29.3,2.29.4,no-known-exploit,2022-05-04T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8e5e9,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2024-02-28T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a7d70,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2020-01-02T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ddefb,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2021-07-09T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8fd81,vulnerability,high,qs,6.5.2,6.5.3,mature,2022-09-10T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a2187,vulnerability,high,tar,6.1.11,6.1.13,mature,2023-09-11T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,38f68,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2023-09-02T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bfec2,vulnerability,high,qs,6.5.2,6.5.3,mature,2024-03-16T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,66775,license,low,bsd-restricted,2.3.4,,no-known-exploit,2022-10-06T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,81b52,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-02-15T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,8ae40,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2021-11-22T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,a9e37,vulnerability,high,tar,6.1.11,6.1.13,mature,2021-04-29T00:00:00Z,8.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1f5e9,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2022-07-22T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f54b6,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-04-02T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,343aa,license,high,agpl-commons,1.4.2,,no-known-exploit,2021-10-03T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,2678c,license,high,agpl-commons,1.4.2,,no-known-exploit,2020-09-07T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c19a3,vulnerability,medium,tough-cookie,2.5.0,4.1.3,no-known-exploit,2023-01-05T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4a38e,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2020-10-17T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,94b07,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2023-04-20T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e1285,vulnerability,critical,vm2,3.9.11,3.9.19,mature,2022-10-21T00:00:00Z,10.0
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,e7479,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2021-04-14T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f1382,vulnerability,high,lodash,4.17.15,4.17.21,mature,2023-09-05T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,07a03,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-09-14T00:00:00Z,7.4
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,77162,vulnerability,high,qs,6.5.2,6.5.3,mature,2022-10-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,c5588,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2023-09-20T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,dbab2,vulnerability,high,lodash,4.17.15,4.17.21,mature,2020-07-25T00:00:00Z,7.2
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,59c4e,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2024-01-22T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,0a3a6,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2021-04-16T00:00:00Z,8.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,08ba0,vulnerability,critical,jsonwebtoken,8.5.1,9.0.0,mature,2024-05-29T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6ff21,vulnerability,medium,request,2.88.2,,no-known-exploit,2023-08-13T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ff061,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2023-08-07T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fe5d0,vulnerability,high,decode-uri-component,0.2.0,0.2.2,no-known-exploit,2022-01-20T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,6cd85,vulnerability,critical,mysql2,3.2.0,3.9.7,mature,2020-07-15T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4505f,license,high,agpl-commons,1.4.2,,no-known-exploit,2020-11-30T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,f974c,vulnerability,medium,request,2.88.2,,no-known-exploit,2022-11-05T00:00:00Z,6.1
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ef34d,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2022-08-24T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5b678,vulnerability,critical,minimist,1.2.5,1.2.6,mature,2020-12-16T00:00:00Z,9.8
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ea131,vulnerability,medium,axios,0.27.2,1.6.0,mature,2022-11-29T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,b209c,license,low,bsd-restricted,2.3.4,,no-known-exploit,2022-10-02T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,bf419,license,medium,copyleft-utils,0.9.8,,no-known-exploit,2023-12-06T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,4df15,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2023-12-31T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,fd33d,vulnerability,medium,axios,0.21.1,0.21.2,proof-of-concept,2022-04-05T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,7f3f3,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2022-07-16T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,db539,vulnerability,medium,axios,0.27.2,1.6.0,mature,2020-12-20T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,ec507,vulnerability,high,minimatch,3.0.4,3.1.2,proof-of-concept,2022-05-23T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,62e13,vulnerability,medium,axios,0.27.2,1.6.0,mature,2023-02-14T00:00:00Z,6.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,5a231,vulnerability,high,word-wrap,1.2.3,1.2.4,no-known-exploit,2023-11-23T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,41cc7,license,medium,gpl-3.0-module,2.1.0,,no-known-exploit,2023-11-11T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,aa84d,vulnerability,high,semver,5.7.1,5.7.2,no-known-exploit,2024-02-26T00:00:00Z,7.5
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,1357b,license,high,proprietary-sdk,1.0.0,,no-known-exploit,2022-04-29T00:00:00Z,
syngenta-pim-core,a3f91c02-47b8-4e12-b6d7-0e8a5c3f9d21,158c9,vulnerability,high,json5,2.2.1,2.2.2,proof-of-concept,2021-07-14T00:00:00Z,8.8
