product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
B07QMRHWJD,"SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )",Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹298,₹999,70%,4.3,"1,552","14 Highlight LED Lamp,super bright white light|Long life lasting LED Lamp life expectancy up to 10000hours|smooth and high-class, small and light weight|standard USB, plug directly into USB to take power|Super-saving power, the power consumption is less than 40ma","AETGW4KBMIJPPNVLPKB7R7O3FSQQ,AEYRRD5MDFEO4UXUUKZ4HYJIWCXA,AECQXTLQHIUJGVCJRIZGBG74HZMA,AEG6WS6DQBW7RUYV5N6Z4QKCWSPA,AGE6GHTP6TZV6IMHAQU3X3GSEVGQ,AFPJLOHRAM3HFFNXMWTZN7GT5FMA,AHI2MWHMTDESX4HL7HFIN5B2URKA,AEDP3USNSZXGRPOONSUFGDM7YDKA","Bhawna,Abhishek C,Richard P.,Vivek,Sonali G.,Chandramohan,Michael,Amazon Customer","RTNU6RMF947TL,R2EDFUKTI01DH4,R2DXZK9Y1QZKSU,R1X0SKU3MLH5BS,R3RR7IUQGDTSNR,R2Z407G3IUP73E,R2JFEOGWTTUVMM,R3F3YRVOF923CK","Can be use as table lamp or emergency light for room,Very flexible 👍,Working perfect great,Value of the product,good product as per price,Good enough but no controls to dim,Excellent,Nice product","bright enough to read in close proximity, can light up room. get little heated but not an issue. build quality is good. Bit pricey for sure but can't go wrong with it. Hope manufacturer put switch for on/off.,Very useful for WFH,Working perfect great... Product,The product is simply adjustable and brightness is enough for a study tableEase of useRecommended for students,I found it matches my requirement and also good by material used..overall good buying decision,Enough brightness but there is no control to turn off or dimmable from the led light. Like Mi LED light have option to dim and switch off. But it doesn't have, so turn off or turn on the light, you will need to plug in or remove it from power bank. Can't keep connected in power bank as it always turns on light when connected,If the button of Adjustable of brightness was present....then the product was marvelous,It is helpful for me in my wfh at late night due to this product light is switch off and everybody will sleep without any distraction and also I can complete my work",https://m.media-amazon.com/images/I/41d-eh65JLS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/SWAPKART-Portable-Reading-Working-Bedroom/dp/B07QMRHWJD/ref=sr_1_499?qid=1672903019&s=computers&sr=1-499
B07W7Z6DVL,"Infinity (JBL Fuze 100, Wireless Portable Bluetooth Speaker with Mic, Deep Bass, Dual Equalizer, IPX7 Waterproof, Rugged Fabric Design (Black)",Electronics|HomeAudio|Speakers|OutdoorSpeakers,"₹1,499","₹2,999",50%,4.1,"25,262","Compact Portable Bluetooth Speakers. Wireless Bluetooth Streaming, Charging Time 3.5H@ 5V0.5A|Dual Equaliser Modes for Normal & Deep Bass Output. 9 Hours Music Playtime Under Optimum Audio Settings|IPX7 Waterproof Design. Audio Specifications : Frequency Response 120Hz - 20KHz . Signal to noise Ratio 70dB (Aux)|Pair 2 Infinity Fuze 100 Speakers with Dual Speaker Connect Technology|Speakerphone|Rugged & Durable Fabric Material|1 year manufacturer’s warranty","AHBISYTXOMEMKDTXVEKH57D2X3RA,AEOSGU32LYFVLXEHETK4QU4UDWEA,AE3MPP4472M7T34QT5674QU2XC3A,AHGDXMKQ7B3CJHLZ3GCXWMDMPGSQ,AF6OH7C5LOWQK2VR6DKMNSKHMUFQ,AFLY6EXAO7CNVWL2AVBQVO224Y3Q,AF6SSEMMZHBAKRV5BGIBKWRCNCTA,AHUMH22K5KBLNH2K2GA3EEXOWSPQ","Sreekumar KURUMALIKKAL,Mukund,ADITYA GUPTA,dev,Abraham,Mahendra,Rahul G,Vivek Kumar","R2NQLS6I62ASDV,RIT3TAH74G3JM,R3V03S1XKJWJ4F,RTNPJ485GGG0B,R37FLGM56SKQDQ,R3LPNHIQDOG8J9,R13ZLVXBTCNIUC,R1CEC872UPQJTP","Good Handy Bluetooth Speaker,Very Nice,Medium,Worth to the money,4.5,Good,Value for money,Value for money is good....","Good Bass and Treble. Good Sound Quality.,Good product in this price,In this more irritating is the deep bass after putting speaker in deep bass the volume automatically decrease when there is a bass in the song and volume is only for the room it can't be used in bigger room's,As little giving good sound specially during video chat in laptop.,Crisp and clear balanced sound.Good bass for its size.Value for money,Good,Value for money,I feel good with this item",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UH57Cs5hL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Infinity-Fuze-100-Waterproof-Portable/dp/B07W7Z6DVL/ref=sr_1_500?qid=1672903019&s=computers&sr=1-500
B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,₹649,"₹1,245",48%,3.9,"1,23,365","CLASSIC DESIGN: The classical mirror polish of the appearance makes your electric kettle unique and aesthetic, which can match any type of kitchen design and 360° swivel base is connected with standard power cord for safe usage and convenient storage|CORDLESS POURING: The electric kettle can be easily lifts from its swivel base for easy filling at the sink and graceful serving without the hassle of a power cord; it can also be returned to its power source from any direction, great for right and left-handed users.|CONVENIENT: The cordless & BPA-Free electric electric kettle makes a striking presence on any kitchen counter or buffet in preparing and serving and it is easy for storage|FAST BOIL: This 1500W electric kettle has concealed heating elements and can boil up to 1.5 litres of water in 5 to 7 minutes, quicker and safer. Start your day with a cup of instant lemon tea, green tea, hot water.|EASY CLEAN: Use white vinegar, baking soda, water, cleaning bottle brush and microfiber cloth to clean your electric kettle and keep it looking new.|Water Level Indicator: No","AHHCE7SDKWRKQDLFXF2YNMGODDRA,AEJQ5PXFKFXUBKWMC5RYF2WLEZSQ,AGZDR3Y6MNTBZRSP754LCZGHCLPQ,AE4DHHEU4Y3LQBPIJKXC4IBXB4WQ,AEJ674BKH3ZTC2JQA5PMMQ62I7MA,AFVIELPXTPPBI7HXOXX72AIPJHGQ,AF7V6CVPDC3UJNI3UODXF5FCU4XA,AFYCNW74WYKEQYYNUDBTD4V45H2A","ba_doh,Asim Kumar Ghatak,Deepak Sharma,Ujjval Rathod,Shiva Sai Crisna,NANDA KISHORE Patra,Amazon Customer,Danish Shah","RVSI68M0EPAVZ,ROQNJTEGAA7VN,R1YNME95M4J2H7,R17RLWB0UMGULZ,R3N9JK1RH8STLG,R30Y52H4BDOPGE,R2VJ4LI8OPJ6TJ,R9N6QZH6MI5P4","All your questions answered in this review,Just fine for the price,Its okay okay according to price.,Good for winter times to boil the water,Bass fitting loose,Good product, no issue after using 2months,Good matereal,Only disadvantage is the cord length.","Somehow Amazon sucks when you want to select an electric kettle. There are no options to filter your choices based on the parameters that matter. It is easy to fall into the trap of an ongoing deal and end up buying something that falls short of what you need. In this review I will answer your questions about the PIGEON AMAZE PLUS 1.5L ELECTRIC KETTLE.1. Can I trust the reviews for this ad? Are they genuine?Probably yes. But know that the seller lists several types of PIGEON Kettles in the same ad. Unless the review refers to this particular model - you could well end up seeing a review of a product and buying a different one. The ratings are also an aggregated mix. There could be 10 negative review of the product you are seeing and 10 positives for the other products. The page will show you a neutral review. That's the game sellers are playing these days - to avoid negative reviews. I have posted a picture of the stove I am referring to in this review.2. WATTAGE: Important because this tells how quickly the water will heat up. This one is 1500W - meaning that you can switch it on ... brush your teeth and find the water is boiled. Great time saving !! My earlier one was 900W and it used to take 10-15 minutes of patient waiting. The gas stove boiled water faster. This one takes about 3-4 mins to heat 2 mugs of coffee3. CABLE LENGTH: Most of these kettle makers skimp on the cable length. I have purchased kettles to find they have only a 2-foot long cable ... and I had to return them. This one has cable length of 22"" (slightly more than one meter) - which is allows a comfortable distance between the kettle and the plug.4.  CONNECTOR:  This one uses a 6A plug - which is most common in India. Be careful because from >1500W onwards, most kettles use a 16A plug and that is not always available at the place where you want to place the kettle. Strictly speaking, it should have a 16A plug, but then this is kept on for short intervals only.5.  CAPACITY:  1.7 litres as mentioned - though I could not see markings for max and min levels. This is good enough to make 4-5 decent sized mugs of coffee6.  COOKING OTHER STUFF:  The ad says only water - but I see no reason why you cannot heat Maggi etc. Maybe you can. But avoid milk as the expanding effect will cause spills and this can have adverse effects.7. LOOKS: Quite okay for the price. It will not make your kitchen look bad - and neither will it enhance the looks. This is the most common look that an electric kettle can have.8. PERFORMANCE: I have used for 2 days only. No complaints so far. There is a 1-year guarantee card accompanying the product9. HANDLE: Very convenient feel when you lift it it from the heating cradle. Does not feel very heavy even if there is a full 1.7L of water.10. NEGATIVES: This is a steel jug. The outside will automatically heat up. If you are used to a plastic outside in your previous kettle, you need to be a little careful.VERDICT - ""BUY""(at the time of writing this review, this costs less than Rs 700. I have seen that sellers tend to inflate prices as they get my positive reviews - therefore I am also mentioning the price range based on which I gave this product a 5 star review),The body is very lightweight and doesn't feel sturdy. Does the job of heating water fast and that's it. Cord length could be a little longer. The plastic parts doesn't feels sturdy. The top cap has a smaller dia so a man's hand has a trouble fitting it inside the container during cleaning and can easily cut our hands. Overall it's okay.,Its quality was not too much good, light quality product but according to price its okay.Easy to use product & good for save time.,Good product for boiling water. shock proof. So no worries.hahaha,Cattle bass fitting not currently,Good product,Go for it,Amazing  product.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31na34LxwmL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Pigeon-Amaze-Plus-1-5-Ltr/dp/B07WMS7TWB/ref=sr_1_5?qid=1672923591&s=kitchen&sr=1-5
B00H47GVGY,"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters","₹1,199","₹1,695",29%,3.6,"13,300","Meant for Spot Heating; Voltage/Frequency: 230V/50Hz/1 Phase|Room Size: Upto 150 sq ft; Ideal for a small room only, i.e., up to 120 sq. ft. Touch Sensor: No. :Tip-over Switch : Yes|Safety tip over switch cuts off the heater in case it tilts or falls; Powder coated finish to prevent corrosion|Designed for low power consumption; There are two heating positions to suit your comfort|Country of Origin: India","AFF4TQVTALIJ24PF3PWD376ONLXQ,AHF4Q46ABHEW3O6SZQMAXB6R6ZLA,AGKD2FZGZLQPA3VITZMPXL2OQMHA,AEF46LTPVXW3BL7J4RETUFLLW3RA,AEKFSZLXX2ULI3U46YCZPRILVW6A,AESYTC5OIXBUIDGPDE53XYOENLWA,AEV4CXMHUNKPH56BNTAMEH7EOMZA,AHFXBNDCOX7XWOQ3AG6PTK6LOF2A","Sudesh,sayan mukherjee,SS,Ritu Doloi,Sudip Mandal,Yash Raj,Abhay Dogra,Tajammul Hussain","R2PFPVD7QTRJC6,RI7CEYXWJ4WUJ,R26D8KBCMOE84W,R19IYA3EBVQNHL,R28KN014376DH8,R2MRD2AYGLWP61,RXV0W64L9ITU1,R1VBNBY9DR8FJ9","Good and affordable room heater,Good for tight spaces,Short shelf life,Niceeee,Very good product,It's good,Heating capacity,Good",",Good product for tight spaces and easy to replace as well.,One of the filaments lasted about 7 days of usage. Waiting to see how long the other lasts.,I like this product as compare to price it’s look worthy. Hope will work like this in future too.,Good for one small room (120sq ft),Good,Heating capacity is not that much good.,Good product",https://m.media-amazon.com/images/I/514Zxz-eqKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Usha-Quartz-800-Watt-Overheating-Protection/dp/B00H47GVGY/ref=sr_1_6?qid=1672923591&s=kitchen&sr=1-6
B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters","₹1,199","₹2,000",40%,4,"18,543","Powerful 2400 RPM copper winded motor for quick heating and can be used vertically or horizontally (kindly refer to images)|Do not worry if you experience some burning smell when you run your room heater for the 1st time. This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent usage. If it does, please contact our Customer support|Caution - Always use the product with 16A socket. Using it on lower rating sockets may result in melting of socket or the plug. This is 2 KW heater. It will consume 2 units per hour when operated on high heat setting.|Air throw range of 10 feet which is ideal for small to medium sized room; Product can be placed both vertically and horizontally (kindly refer to images)|Cool, Warm or Hot wind selection knob for heat setting; Please note that regulator changes heating power & not actual fan speed|Lightweight (1.15 kg) for easy portability between rooms; Plastic body with rust-free metal grill front|Built-in overheating protection;Power: 2000 watts; Operating Voltage: 220 - 240 volts; Package contents: 1 Room Heater and Instructions Manual|This model Fan Speed is fixed, not regulated by knob","AHMOBOPW4OAANJ3VXXWX2QGJA6NA,AF5IGDDLQ6JNALQVE2QDWW3Y7GFQ,AEH7AAYSP6ZITYT2K6PDMCY4PGTA,AG4RZDXIU2IUVLGT75YVH3KJTEUQ,AGWTF5MKOLD3VVQUFRQEPN2F7TCQ,AEEPWPF5DKQ2OMNUTMCXXLZLF3RA,AEFXFHQQRNGTHNUGCIDULRC6BHLQ,AFSTZARBDNESVFT7AANAHBHV3QUQ","Amazon Customer,Prince kumar,Rosy Thakur,Dheeraj,Amazon Customer,Neel Sengupta,Anu Jain,Srini","R35ER803GJHN21,R28J7FISAIMQI1,R1Y9J4QQ06U3WN,R1Q08JSHK5T03E,RTTCI4WPA20T0,R1PC85VCE15LM6,R3AIUHXWWU3Y64,R2UO2UH9UCUYJ0","Compact and easy to you,Good work 👍,Good,Good product,Good product,Lovable and nice product,Nice product,Compact and easy to use. Suitable for a room","Good product under Rs. 1100..Easy to use...,Good product ❤️Thanks 👍,It's a mini blower with good heating. Cute and easy to use. However, it requires a big socket.,Best quality good look,Good product and quality,Superb,https://m.media-amazon.com/images/I/717tDJ+J30L._SY88.jpg,Compact and easy to use. Suitable for a room",https://m.media-amazon.com/images/I/41ITfQhGHfL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-2000-Watt-certified/dp/B07VX71FZP/ref=sr_1_7?qid=1672923591&s=kitchen&sr=1-7
B07NCKMXVZ,"StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",₹455,₹999,54%,4.1,"3,578","✅REJUVENATE FABRICS & KEEP TIDY - Restore your clothes and fabrics to a fresh new look! Powerful engine can easily and gently remove fluffs, lints, pilling, fuzzes and bobbles from fabrics like bed sheets, cushions, sweaters, woolen coats, curtains, carpets and more!|✅MAKE ALL FABRICS LOOK BRAND NEW: Even the highest quality of fabrics require a little rejuvenation every now and then, and this Fabric Shaver features a sharp stainless steel razor blade that will make quick work of damaged fabrics and make them look good as new.|✅ERGONOMIC DESIGN WITH A BATTERY POWERED MOTOR: Specially designed and lightweight with a 180° handle so it's easy to grip while you efforlessly defuzz your fabrics at any angle. The motor generates a strong suction when the blades are rotating for maximum effect.|✅EASY TO USE: Simply push the switch on button and gently skim it across the fabric in a circular motion to remove all the unwanted excess. Once the fabric is back to pristine condition, the excess tray slides out to empty. The expanded blade surface covers a larger area, finishing the job quicker and easier.|✅DUAL PROTECTION The adjustable height spacer protects your garments from being cut or snagged or caught. It also protects and reinforces your hands from accidentally touching the shaver foil. A cleaning brush is included in the pack to help you easily clean your appliance after use.","AGQZ46RQ5YJFVCSGI4BJGNXB7DZA,AFS6PV7PIU6VP4IPE6ED6EG75Z6A,AFDOCCV3LNI3FFF37HOQKLRU4NCQ,AH37HVSNIOJ3DJOGCWS6UFXOKR4Q,AFHIBNHDDDHLLVSXTV4DRYLOWM5A,AHUXZUPCP7X4ZSLLP3S3M23PTTLQ,AHJ3NVF3ERE5CN626OPOX6AEPQ2A,AGHQDSDG5ATRKOSV5HZPFFQBJ5KQ","vipul agnihotri,Banshul Garg,AJIT KUMAR,HIMANSHU S.,zamasu,madhu,charanbir,Ayangla Kichu","R3C4MJ8AHKD85X,R37VBDPMWP0C2Q,RW0LXEHCN4GNH,R15XRU3CK9QJH5,R3249U1QZNGT1F,R2YWR1DW9SZNN2,R3LUVGT7CIHP3C,R71B6O4PJPF1A","Good Product,Nice product,Good product,Good,I made my sweaters look like brand new.,Nice product,Perfect to clean lints easily,Good Product","Tried on woolen clothes and it really worked. Really a useful product but only reason I am giving 4 star is because of the short wire length. Wire length should be bit longer else its amazing product.,Easy to useTime takingBut cleans clothes,https://m.media-amazon.com/images/I/81QEgA-FO1L._SY88.jpg,Good for this price range but not sure about durability but product is good,It does it's job very well, It gave new life to my clothes. I just have a single complain and that is regarding its dust collector lid or container it is little bit loose because of this sometimes all dust and wool particles spills all around.,Easy to use.. I like this product, all my problems of clothes are solved.,Nice product i really like it easily clean lints 👍 but caps was little loose,It's a decent product and very easy to handle. Not sure of the durability as it's been over a week only. Will update the review after some few months.",https://m.media-amazon.com/images/I/415CYtympZL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/StyleHouse-Remover-Woolen-Clothes-Electric/dp/B07NCKMXVZ/ref=sr_1_8?qid=1672923591&s=kitchen&sr=1-8
B0B61DSF17,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 2 Year Warranty |,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,₹199,"₹1,999",90%,3.7,"2,031","✅ [LCD Screen] : A wide LCD screen display makes this scale easy to read, and it automatically locks its reading when the data is stable.|✅ [Multiple Features] : There are multiple features on the scale, such as an ON/OFF mode, a tare function, a unit exchange function, and an overload indicator.|✅ [Salient Features] : BeatXP kitchen weighing has Wide Screen Display, Automatic Data Locking, Low Power Consumption, Low Battery Indicator, High Precision Sensor, When the scale is overloaded, the scale will appear O/C.|✅ [Flat Surface] : To ensure accurate measurements, place the Kitchen weighing scale on a flat surface.|✅ [Color] : This scale is white in color and made from PVC","AFMJDZKFVMHFW64W22IJYRZLNS7A,AFQ7WK2RARMAY3NCZVYXQ5OH2XGQ,AEGVHZAPQ2JZ5NRAROTG75MC6PUQ,AHXQBGXJGDE2LRTXCTNKJA4ELAEQ,AEY3S4MECAO4HYQZYG4CTY7EQAOA,AGL76XCJ2EWY36ABPD25DHZRMQMA,AFUC5YIDC3M4XEGLETZWLMIFJT6A,AFTW6YWBCDN5KJ4MWVXSFPHJRD5A","Anurag a.,Shivam Singh,Amazon Customer,m.ganesan,P Santhosh Kumar,Amazon Customer,sk,MAHTAB ANWAR","R3RYMJ2WU0SE6K,R227GDWBCUSPRB,R286TLT09XAP0T,RIM7DE0ZQWVZC,R25KRHUD4YX0FP,R213I1AK7MT44H,R7MF48JTCLE3I,R35SELFZYYMUZP","Value for money and accurate,Nice,Very reasonable price, product was nice,Good,Nice product.. Value for spending,Light weight,Super,JUST WOW 🤩🥳","It is really good product it is showing accurate weight just 1-2 gram errors. Sometime you can get less accurate product then you can return it and reorder but at this price it is best.,Nice,Good at this price and iam satisfied,Working well,An essential part of kitchen and handy equipment.. Good product. Reviewed after one month used for couple of time ..,Good use in kitchen and other,For small weight its too good go for it,",https://m.media-amazon.com/images/I/414Cwv2guxL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/beatXP-Multipurpose-Portable-Electronic-Weighing/dp/B0B61DSF17/ref=sr_1_10?qid=1672923591&s=kitchen&sr=1-10
B07VQGVL68,Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,₹293,₹499,41%,3.9,"44,994","Wide LCD screen display, easy to read, Automatically locks the reading when data is stable|Low power consumption, Low battery indicator,Tare function, Maximum Capacity 10kg|The scale will automatically switched off when it is in non-use condition in order to save power|High-precision tension meter sensing system, 1G Measuring Increments, Power by 1.5V 2 x AA batteries|Color: White, With 3 Button on the scale, that is on/off,Mode,Tare, Material: PVC|Place weighing scale on flat surface to use","AG2KSOZBBZY3A37U4Q273OYH2IAQ,AE2KY7GO5HPPGPTMF2M5Q2GT7AXA,AE7B5IIEKRJEPJUD7MU45QZIRLYQ,AHKEH7HFR3AZJEZMS2FU4B3SFCCQ,AGXNLZFFY7QM6ZYXUJ7VLPXH6DXQ,AFFOKWDBWHTD73ESMLG5EHU6D64Q,AG3H5M4RSVVBD3XRPC4MVFPUGTRQ,AFYA3XLIG4JUAVDGJR6XDG4XZXOQ","Akil,Sravann,Arun,Priyanka Bhura,Aniket Kumar Ray,Ashok.,Arun,B.SRINIVAS","R2EGEMPWBI2FRM,RVKAO44KF8EF2,RI96NGZIWTIRY,R3P7QO38TZ591S,R1S48QX02VP0F8,RHPAZK9629WGB,R2FCIF9RYZF42Z,R1PDWR0TBE0Y7C","If it had charching support.,Worth product,Cost effective,Good,Good for the price,Accurate,You can use it for everyday purposes,Good","Everythings good but cells die within a couple of month.,Worth product,Econamical,Product is good.,Not 100% accurate, but good to use for the price,Meets the purchase of purpose.,The machine looks the same and works perfectly. I had to return the first delivery due to the fault in battery cover and they replaced it within a few days. The accuracy is a bit off so i weigh the items again and again and use the majority result.,Like",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31p014p14mL._SX342_SY445_QL70_FMwebp_.jpg,https://www.amazon.in/Multipurpose-Portable-Electronic-Digital-Weighing/dp/B07VQGVL68/ref=sr_1_11?qid=1672923591&s=kitchen&sr=1-11
B01LWYDEQ7,"Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your Kitchen (12420, Green, 400 ml)",Home&Kitchen|Kitchen&Dining|KitchenTools|ManualChoppers&Chippers|Choppers,₹199,₹495,60%,4.1,"2,70,563","Unique string function to chop vegetables and fruits with ease;Package Contents: 1-Piece Handy Chopper.Blade Length: 3 centimeters|Eco-friendly design, no electricity required;Warranty: 30 Days Warranty, Only On Manufacturing Defects|Made from unbreakable ABS plastic for long-lasting use, Material: Polypropylene (PP);Sturdy 3-blade design made from Stainless Steel, As this chopper by Pigeon can be opened and detached easily, cleaning is an easy task using lukewarm water, mild detergent and a soft cloth.Power Requirement: Manual|Size Name: Standard","AGJTPXSZDYEWZM76UMJXCHUUPJSQ,AH4ON4ZDRHM5PWVW6725NRNU6VCA,AHTTCQ7A5VN7L4335W3VEZG6QDQA,AFL5LUHNIIKW6G6GPQML7SFN2W5A,AFHJ53JKOT2VWMLKXNADZHOFDMCA,AF3DB2GLX5C4YCCPB7CJYRQPANTQ,AH723Y45K7AIA5HG27CCBVDZQPYA,AGDB3UZ4G544VVY2ZDHJUI6KOLJQ","Harshit,Fazeela,Chiranjiv Singh,Joseph Ka,Rohit Kalyan Khaparde,saikumar venkatesham dusa,Dhanu Muthukumaran,Commandant Rizvi","R284SZGRNQQXYS,R3O2GOW05S3YSF,R28FXK3KNQP51T,R10HDAKYPSY8DY,RRHPL4BMSGAYI,R36VHNVQVB9LZQ,RM8OH7G4FEYF2,R281F6NM4QUQ2K","Nice chopper,Small easy use n clean,Not good,Good,Good,Probably the best purchase for my mom!,String issues,Good product.","1st product came faulty got it replaced , replacement is still working as good as new after a few months , recommended as it seems once you get a proper product it is long lasting , do get your faulty one replaced if you get it though.,Ya I love it this for easy to use and clean very useful when u want to chop a juicy tomato or leafy veggi and also size also quite good for smaller family,Do not work after 15 days,Good and smooth working,Good,Easy to operate,The product was good to use for chopping , especially for office goers like me... But the only issue I face was the string will get stuck when it's pulled over sometimes.. That's the issue I face... But great product though,Good product.",https://m.media-amazon.com/images/I/41cVgYgAKpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Plastic-Chopper-Blades/dp/B01LWYDEQ7/ref=sr_1_12?qid=1672923591&s=kitchen&sr=1-12
B07VNFP3C2,"Prestige 1.5 Litre Kettle 1500-watts, Red",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,₹749,"₹1,245",40%,3.9,"31,783","Warranty: 1 year warranty provided by the manufacturer from date of purchase|Max 3 differentiators great features - i)automatic cutoff ii) 360 degree swivel base iii)single touch lid locking. Lockable Lid:Yes|Power: 1500 watts, Voltage(V): 230|Capacity: 1.5 liters , Power: 1500 watts|Customer should not wash the base of the kettle|For queries please call our customer care on all days from 8AM - 8PM|Customer should not fill the kettle above the maximum limit mentioned inside the kettle, it they overfill, at the time of boiling, water will touch the lid and due to the heat plastic smell might come and also due to overfilling leakage will happen","AEDCFJT7COKZ3DP4YGWKH6KU7LAA,AFCOSVW2NHSFLPG7O5EKP2YRUERQ,AEI6GYSN3UARZSSWIR5HYUEF44XQ,AHCOKF4M3PRZWEENXHMFXKAZSYBA,AE3Z6FOZQTLXHRH3FSDWSUVG774Q,AH2OOR5NWZ5OB4GTDQ24D6CS6DNQ,AHWLIKXRCLQS7T7SHUAAJOKBQTLA,AHBYDX5JRGNFCSRBXDXTITOBNQ5Q","Sib,Deepak Kumar,Amazon Customer,Karthik Ganesan,jivan surse,Parthasarathy.R,Satish Kumar Pandey,Ashish","R3QP7PGD3SMG5I,R3ANC3TLK8732Y,RE9NKZ6CH2C3S,R2KGRD3G11ZE61,R38DXL79EKGXCA,R3MFG4MODO6DW6,R1X00FRQGJ1J7M,R1SX47T0QOY50H","Good Product Worst Delivery,Overall is ok but outer steel kafi hot 🔥 ho jata he,jo kids k liye kafi harmful he,Nice product,Lovely Product, but filtering holes are big for Ants to get in,Don't buy prestige water kettle product,best product,Medium,Heats up on handle and sides.","The 1st product i got was damaged then i request for replacement and their pain strated after 5 days of continuing follow up my product got replaced. Amazon delivery guys are too rude these days.. And no wonder customer care will give the generic SOP reply.. but anyways now product got delivered and it's good.. but feel like over expensive colour and quality is average.,I like this product but i dislike outer steel makes very very hot 🔥 after full charged,Only disappointed with the cord length.,Lovely ProductSturdyNice colorIssue is, if your house has 🐜... Water filtering holes are big enough. I've to dispense leftover water everyday & wash the pot, before heating.,In 3 months it stops working and service center almost close in Pune so I am very frusteted by this product. Bad service by prestige so never go for this product.,very good product,Medium type,The fiber or plastic handle becomes hot, so does the outer body. Difficult to handle immediately after heating. It is easy to clean. Cord length is medium but enough to keep the kettle at 4 m height above ground when kept vertically in line with electric switch.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41JCf4kTKgL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Prestige-1-5-Kettle-1500-watts-Red/dp/B07VNFP3C2/ref=sr_1_16?qid=1672923591&s=kitchen&sr=1-16
